paddy_id,mesh_rakusui,mesh_paddy,dist,orifice,drn_id,total_distance
455,6932,7011,14.896409503086137,1.0,21822.0,4645.8553414679645
456,7039,7020,182.2102005789484,1.0,21822.0,4585.500002408638
457,7104,7031,267.9694106373432,1.0,16779.0,1107.158451729723
458,7038,7038,0.0,1.0,21822.0,4529.598302971142
459,7039,7043,87.47015295544884,1.0,21822.0,4585.500002408638
460,7104,7051,303.44488890021756,1.0,16779.0,1107.158451729723
461,7039,7061,181.87923028881553,1.0,21822.0,4585.500002408638
462,7104,7072,37.829578148481836,1.0,16779.0,1107.158451729723
463,7077,7077,0.0,1.0,16779.0,639.0155824459137
464,7088,7088,0.0,1.0,16779.0,1096.473309464956
465,7095,7095,0.0,1.0,16779.0,866.2570384968221
466,15311,7117,101.52601747609576,1.0,16779.0,395.71067811865476
467,10298,7133,8.911858182923929,1.0,16779.0,1782.5011786882171
468,7135,7135,0.0,1.0,16779.0,1491.081515034049
469,324,7149,118.90798329067314,1.0,16779.0,1000.8074840926716
470,7104,7158,113.09076541028736,1.0,16779.0,1107.158451729723
471,7167,7167,0.0,1.0,16779.0,160.35533905932738
472,7170,7170,0.0,1.0,16779.0,185.35533905932738
473,7104,7181,154.37600599202224,1.0,16779.0,1107.158451729723
474,324,7187,139.07095139407997,1.0,16779.0,1000.8074840926716
475,324,7197,71.84862820175385,1.0,16779.0,1000.8074840926716
476,7200,7200,0.0,1.0,16779.0,581.5324293440291
477,7104,7210,83.0212722381853,1.0,16779.0,1107.158451729723
478,4720,7228,116.5089572904579,1.0,21822.0,3424.218012420745
479,4720,7231,102.70423328884262,1.0,21822.0,3424.218012420745
480,7280,7245,104.0280254964922,1.0,21822.0,4287.944566356699
481,4971,7246,121.23766497762936,1.0,21822.0,4322.865804442242
482,7258,7258,0.0,1.0,21822.0,4212.944566356699
483,7280,7270,98.79509814692608,1.0,21822.0,4287.944566356699
484,7277,7277,0.0,1.0,21822.0,4212.944566356699
485,4949,7307,109.98946027428336,1.0,21822.0,3574.218012420745
486,4720,7312,141.87053935915546,1.0,21822.0,3424.218012420745
487,7289,7314,118.62235454475002,1.0,21822.0,4319.242963911817
488,7285,7325,16.469739579521125,1.0,21822.0,4354.598302971144
489,7289,7339,74.52648208111539,1.0,21822.0,4319.242963911817
490,7289,7357,25.384057107769358,1.0,21822.0,4319.242963911817
491,848,7366,100.37517246675053,1.0,21822.0,3176.06277035403
492,4879,7379,90.16023845219225,1.0,21822.0,3988.6585764937095
493,4816,7389,92.13541114348394,1.0,21822.0,3080.5164099758626
494,4720,7404,91.79707969304664,1.0,21822.0,3424.218012420745
495,7278,7409,14.71176693964205,1.0,21822.0,4287.944566356699
496,4949,7424,113.44712983343656,1.0,21822.0,3574.218012420745
497,12910,7426,1264.6595087074936,1.0,14605.0,582.842712474619
498,848,7442,98.78450253330466,1.0,21822.0,3176.06277035403
499,846,7451,102.96754306877558,1.0,21822.0,3176.06277035403
500,918,7460,107.31051616860569,1.0,21822.0,4052.3194440640746
501,848,7469,99.91328916434915,1.0,21822.0,3176.06277035403
502,1367,7472,1207.096683042365,1.0,14605.0,557.842712474619
503,7481,7481,0.0,1.0,21822.0,2843.677799684402
504,4848,7507,181.57613743971257,1.0,21822.0,3988.6585764937095
505,4720,7517,182.23417000520345,1.0,21822.0,3424.218012420745
506,848,7522,179.45836715072437,1.0,21822.0,3176.06277035403
507,7289,7542,180.9232377739093,1.0,21822.0,4319.242963911817
508,4720,7548,167.00717142357033,1.0,21822.0,3424.218012420745
509,4720,7558,174.64398769992982,1.0,21822.0,3424.218012420745
510,7566,7566,0.0,1.0,21822.0,2843.677799684402
511,1367,7577,1186.914670594564,1.0,14605.0,557.842712474619
512,12910,7584,1231.8326103068227,1.0,14605.0,582.842712474619
513,12910,7591,1220.423948598248,1.0,14605.0,582.842712474619
514,4879,7599,186.90011880916882,1.0,21822.0,3988.6585764937095
515,12910,7607,1249.4704507772324,1.0,14605.0,582.842712474619
516,12910,7617,1220.36354384147,1.0,14605.0,582.842712474619
